LCLid,Acorn,cluster_id
MAC002765,ACORN-D,0
MAC002766,ACORN-N,1
MAC002767,ACORN-E,2
MAC002768,ACORN-M,1
MAC002769,ACORN-F,2
MAC002770,ACORN-O,1
MAC002771,ACORN-Q,1
MAC002772,ACORN-E,2
MAC002773,ACORN-Q,1
MAC002774,ACORN-U,1
MAC002775,ACORN-Q,1
MAC002776,ACORN-H,2
MAC002777,ACORN-E,2
MAC002778,ACORN-N,1
MAC002779,ACORN-D,2
MAC002780,ACORN-H,0
MAC002781,ACORN-Q,1
MAC002782,ACORN-K,1
MAC002783,ACORN-F,2
MAC002784,ACORN-E,2
MAC002785,ACORN-N,1
MAC002786,ACORN-Q,1
MAC002787,ACORN-G,2
MAC002788,ACORN-H,2
MAC002789,ACORN-G,2
MAC002790,ACORN-E,2
MAC002791,ACORN-E,2
MAC002792,ACORN-E,2
MAC002793,ACORN-Q,1
MAC002794,ACORN-F,2
MAC002795,ACORN-F,2
MAC002796,ACORN-I,2
MAC002797,ACORN-C,2
MAC002798,ACORN-E,2
MAC002799,ACORN-F,2
MAC002800,ACORN-E,2
MAC002801,ACORN-P,1
MAC002802,ACORN-Q,1
MAC002803,ACORN-Q,1
MAC002804,ACORN-E,0
MAC002805,ACORN-D,2
MAC002806,ACORN-L,1
MAC002807,ACORN-E,0
MAC002808,ACORN-Q,1
MAC002809,ACORN-E,2
MAC002810,ACORN-E,2
MAC002811,ACORN-E,0
MAC002812,ACORN-D,2
MAC002813,ACORN-A,2
MAC002814,ACORN-E,2
MAC002815,ACORN-E,2
MAC002816,ACORN-N,1
MAC002817,ACORN-E,2
MAC002818,ACORN-F,0
MAC002819,ACORN-Q,1
MAC002820,ACORN-D,2
MAC002821,ACORN-Q,1
MAC002822,ACORN-H,2
MAC002823,ACORN-L,0
MAC002824,ACORN-Q,1
MAC002825,ACORN-Q,1
MAC002826,ACORN-E,2
MAC002827,ACORN-E,2
MAC002828,ACORN-H,0
MAC002829,ACORN-C,2
MAC002830,ACORN-P,1
MAC002831,ACORN-E,2
MAC002832,ACORN-Q,1
MAC002833,ACORN-M,1
MAC002834,ACORN-F,2
MAC002835,ACORN-E,2
MAC002836,ACORN-G,2
MAC002837,ACORN-F,2
MAC002838,ACORN-Q,1
MAC002839,ACORN-E,0
MAC002840,ACORN-Q,0
MAC002841,ACORN-E,2
MAC002842,ACORN-J,2
MAC002843,ACORN-K,1
MAC002844,ACORN-H,0
MAC002845,ACORN-L,1
MAC002846,ACORN-Q,1
MAC002847,ACORN-G,2
MAC002848,ACORN-K,1
MAC002849,ACORN-H,0
MAC002850,ACORN-L,1
MAC002851,ACORN-D,0
MAC002852,ACORN-Q,0
MAC002853,ACORN-E,2
MAC002854,ACORN-Q,1
MAC002855,ACORN-F,2
MAC002856,ACORN-Q,1
MAC002857,ACORN-L,1
MAC002858,ACORN-E,2
MAC002859,ACORN-C,2
MAC002860,ACORN-E,2
MAC002861,ACORN-K,1
MAC002862,ACORN-C,0
MAC002863,ACORN-P,1
MAC002864,ACORN-E,0
MAC002865,ACORN-E,0
MAC002866,ACORN-L,1
MAC002867,ACORN-Q,1
MAC002868,ACORN-J,2
MAC002869,ACORN-E,0
MAC002870,ACORN-O,1
MAC002871,ACORN-N,1
MAC002872,ACORN-F,0
MAC002873,ACORN-F,2
MAC002874,ACORN-F,2
MAC002875,ACORN-Q,1
MAC002876,ACORN-E,2
MAC002877,ACORN-L,1
MAC002878,ACORN-Q,1
MAC002879,ACORN-E,2
MAC002880,ACORN-E,0
MAC002881,ACORN-E,2
MAC002882,ACORN-Q,1
MAC002883,ACORN-K,1
MAC002884,ACORN-D,0
MAC002885,ACORN-D,2
MAC002886,ACORN-P,1
MAC002887,ACORN-Q,1
MAC002888,ACORN-E,2
MAC002889,ACORN-H,2
MAC002890,ACORN-F,2
MAC002891,ACORN-D,2
MAC002892,ACORN-K,1
MAC002893,ACORN-O,1
MAC002894,ACORN-F,2
MAC002895,ACORN-E,2
MAC002896,ACORN-E,0
MAC002897,ACORN-E,0
MAC002898,ACORN-Q,1
MAC002899,ACORN-Q,1
MAC002900,ACORN-L,0
MAC002901,ACORN-E,2
MAC002902,ACORN-P,1
MAC002903,ACORN-N,1
MAC002904,ACORN-F,2
MAC002905,ACORN-Q,1
MAC002906,ACORN-Q,1
MAC002907,ACORN-E,2
MAC002908,ACORN-H,2
MAC002909,ACORN-F,2
MAC002910,ACORN-O,1
MAC002911,ACORN-Q,1
MAC002912,ACORN-H,0
MAC002913,ACORN-M,0
MAC002914,ACORN-E,2
MAC002915,ACORN-H,2
MAC002916,ACORN-Q,1
MAC002917,ACORN-Q,1
MAC002918,ACORN-F,2
MAC002919,ACORN-E,0
MAC002920,ACORN-E,0
MAC002921,ACORN-E,2
MAC002922,ACORN-F,2
MAC002923,ACORN-H,0
MAC002924,ACORN-A,2
MAC002925,ACORN-H,2
MAC002926,ACORN-M,1
MAC002927,ACORN-F,2
MAC002928,ACORN-D,2
MAC002929,ACORN-D,2
MAC002930,ACORN-E,2
MAC002931,ACORN-D,2
MAC002932,ACORN-F,2
MAC002933,ACORN-P,1
MAC002934,ACORN-Q,1
MAC002935,ACORN-E,0
MAC002936,ACORN-Q,1
MAC002937,ACORN-A,0
MAC002938,ACORN-P,1
MAC002939,ACORN-E,2
MAC002940,ACORN-P,1
MAC002941,ACORN-E,2
MAC002942,ACORN-F,2
MAC002943,ACORN-E,2
MAC002944,ACORN-F,2
MAC002945,ACORN-E,2
MAC002946,ACORN-D,2
MAC002947,ACORN-E,2
MAC002948,ACORN-Q,1
MAC002949,ACORN-E,2
MAC002950,ACORN-Q,1
MAC002951,ACORN-H,2
MAC002952,ACORN-K,0
MAC002953,ACORN-E,0
MAC002954,ACORN-N,1
MAC002955,ACORN-E,0
MAC002956,ACORN-F,2
MAC002957,ACORN-F,2
MAC002958,ACORN-Q,1
MAC002959,ACORN-A,0
MAC002960,ACORN-F,2
MAC002961,ACORN-K,1
MAC002962,ACORN-H,0
MAC002963,ACORN-Q,1
MAC002964,ACORN-F,2
MAC002965,ACORN-D,2
MAC002966,ACORN-E,2
MAC002967,ACORN-Q,1
MAC002968,ACORN-E,2
MAC002969,ACORN-Q,1
MAC002970,ACORN-Q,1
MAC002971,ACORN-E,2
MAC002972,ACORN-E,2
MAC002973,ACORN-F,2
MAC002974,ACORN-E,2
MAC002975,ACORN-N,1
MAC002976,ACORN-Q,1
MAC002977,ACORN-E,2
MAC002978,ACORN-D,2
MAC002979,ACORN-P,1
MAC002980,ACORN-E,2
MAC002981,ACORN-J,2
MAC002982,ACORN-E,2
MAC002983,ACORN-F,2
MAC002984,ACORN-F,2
MAC002985,ACORN-M,1
MAC002986,ACORN-P,1
MAC002987,ACORN-F,2
MAC002988,ACORN-Q,1
MAC002989,ACORN-E,0
MAC002990,ACORN-E,2
MAC002991,ACORN-M,1
MAC002992,ACORN-P,1
MAC002993,ACORN-Q,1
MAC002994,ACORN-F,2
MAC002995,ACORN-F,2
MAC002996,ACORN-K,1
MAC002997,ACORN-Q,1
MAC002998,ACORN-F,0
MAC002999,ACORN-H,2
MAC003000,ACORN-H,2
MAC003001,ACORN-C,2
MAC003002,ACORN-H,2
MAC003003,ACORN-Q,1
MAC003004,ACORN-E,2
MAC003005,ACORN-E,0
MAC003006,ACORN-E,2
MAC003007,ACORN-E,2
MAC003008,ACORN-L,1
MAC003009,ACORN-Q,1
MAC003010,ACORN-E,2
MAC003011,ACORN-E,2
MAC003012,ACORN-H,0
MAC003013,ACORN-D,2
MAC003014,ACORN-E,2
MAC003015,ACORN-K,1
MAC003016,ACORN-E,2
MAC003017,ACORN-E,2
MAC003018,ACORN-D,0
MAC003019,ACORN-L,1
MAC003020,ACORN-Q,1
MAC003021,ACORN-Q,1
MAC003022,ACORN-D,2
MAC003023,ACORN-Q,1
MAC003024,ACORN-Q,1
MAC003025,ACORN-J,0
MAC003026,ACORN-N,1
MAC003027,ACORN-Q,1
MAC003028,ACORN-F,2
MAC003029,ACORN-F,2
MAC003030,ACORN-M,1
MAC003031,ACORN-Q,1
MAC003032,ACORN-Q,1
MAC003033,ACORN-C,2
MAC003034,ACORN-F,2
MAC003035,ACORN-E,2
MAC003036,ACORN-Q,1
MAC003037,ACORN-Q,1
MAC003038,ACORN-Q,1
MAC003039,ACORN-E,2
MAC003040,ACORN-Q,1
MAC003041,ACORN-H,2
MAC003042,ACORN-G,2
MAC003043,ACORN-E,2
MAC003044,ACORN-H,2
MAC003045,ACORN-Q,1
MAC003046,ACORN-E,2
MAC003047,ACORN-Q,1
MAC003048,ACORN-K,1
MAC003049,ACORN-L,1
MAC003050,ACORN-F,2
MAC003051,ACORN-H,2
MAC003052,ACORN-E,2
MAC003053,ACORN-J,2
MAC003054,ACORN-E,2
MAC003055,ACORN-E,0
MAC003056,ACORN-E,2
MAC003057,ACORN-F,2
MAC003058,ACORN-E,2
MAC003059,ACORN-Q,1
MAC003060,ACORN-Q,1
MAC003061,ACORN-C,0
MAC003062,ACORN-O,1
MAC003063,ACORN-D,2
MAC003064,ACORN-Q,1
MAC003065,ACORN-C,0
MAC003066,ACORN-E,2
MAC003067,ACORN-E,0
MAC003068,ACORN-E,2
MAC003069,ACORN-F,2
MAC003070,ACORN-Q,1
MAC003071,ACORN-E,2
MAC003072,ACORN-A,2
MAC003073,ACORN-E,2
MAC003074,ACORN-K,1
MAC003075,ACORN-E,2
MAC003076,ACORN-K,1
MAC003077,ACORN-H,2
MAC003078,ACORN-U,1
MAC003079,ACORN-L,1
MAC003080,ACORN-F,2
MAC003081,ACORN-H,2
MAC003082,ACORN-E,2
MAC003083,ACORN-E,2
MAC003084,ACORN-Q,1
MAC003085,ACORN-H,2
MAC003086,ACORN-N,1
MAC003087,ACORN-P,1
MAC003088,ACORN-Q,1
MAC003089,ACORN-L,1
MAC003090,ACORN-L,1
MAC003091,ACORN-H,2
MAC003092,ACORN-G,2
MAC003093,ACORN-D,2
MAC003094,ACORN-E,2
MAC003095,ACORN-H,0
MAC003096,ACORN-Q,1
MAC003097,ACORN-Q,1
MAC003098,ACORN-E,2
MAC003099,ACORN-Q,1
MAC003100,ACORN-D,2
MAC003101,ACORN-F,2
MAC003102,ACORN-Q,1
MAC003103,ACORN-E,2
MAC003104,ACORN-M,1
MAC003105,ACORN-E,2
MAC003106,ACORN-E,2
MAC003107,ACORN-M,0
MAC003108,ACORN-Q,1
MAC003109,ACORN-L,1
MAC003110,ACORN-A,2
MAC003111,ACORN-E,2
MAC003112,ACORN-N,1
MAC003113,ACORN-E,0
MAC003114,ACORN-E,2
MAC003115,ACORN-E,2
MAC003116,ACORN-H,2
MAC003117,ACORN-Q,1
MAC003118,ACORN-F,0
MAC003119,ACORN-H,2
MAC003120,ACORN-H,2
MAC003121,ACORN-F,2
MAC003122,ACORN-E,0
MAC003123,ACORN-Q,1
MAC003124,ACORN-E,2
MAC003125,ACORN-F,2
MAC003126,ACORN-F,2
MAC003127,ACORN-L,1
MAC003128,ACORN-H,2
MAC003129,ACORN-M,1
MAC003130,ACORN-E,2
MAC003131,ACORN-Q,1
MAC003132,ACORN-F,2
MAC003133,ACORN-H,0
MAC003134,ACORN-Q,1
MAC003135,ACORN-E,2
MAC003136,ACORN-O,1
MAC003137,ACORN-C,2
MAC003138,ACORN-Q,1
MAC003139,ACORN-M,1
MAC003140,ACORN-G,0
MAC003141,ACORN-E,2
MAC003142,ACORN-H,2
MAC003143,ACORN-M,1
MAC003144,ACORN-K,0
MAC003145,ACORN-H,2
MAC003146,ACORN-D,2
MAC003147,ACORN-E,0
MAC003148,ACORN-E,0
MAC003149,ACORN-K,1
MAC003150,ACORN-E,2
MAC003151,ACORN-J,2
MAC003152,ACORN-F,2
MAC003153,ACORN-E,2
MAC003154,ACORN-H,2
MAC003155,ACORN-Q,1
MAC003156,ACORN-E,2
MAC003157,ACORN-C,0
MAC003158,ACORN-E,2
MAC003159,ACORN-E,2
MAC003160,ACORN-E,2
MAC003161,ACORN-Q,1
MAC003162,ACORN-K,1
MAC003163,ACORN-U,1
MAC003164,ACORN-L,1
MAC003165,ACORN-K,1
MAC003166,ACORN-A,0
MAC003167,ACORN-N,1
MAC003168,ACORN-Q,1
MAC003169,ACORN-G,2
MAC003170,ACORN-H,2
MAC003171,ACORN-H,2
MAC003172,ACORN-L,1
MAC003173,ACORN-B,2
MAC003174,ACORN-G,2
MAC003175,ACORN-L,0
MAC003176,ACORN-I,0
MAC003177,ACORN-N,1
MAC003178,ACORN-L,1
MAC003179,ACORN-M,1
MAC003180,ACORN-J,2
MAC003181,ACORN-L,1
MAC003182,ACORN-A,0
MAC003183,ACORN-H,2
MAC003184,ACORN-C,0
MAC003185,ACORN-M,0
MAC003186,ACORN-I,0
MAC003187,ACORN-G,2
MAC003188,ACORN-H,0
MAC003189,ACORN-L,1
MAC003190,ACORN-H,2
MAC003191,ACORN-L,1
MAC003192,ACORN-L,1
MAC003193,ACORN-L,1
MAC003194,ACORN-M,1
MAC003195,ACORN-H,2
MAC003196,ACORN-A,2
MAC003197,ACORN-L,1
MAC003198,ACORN-H,2
MAC003199,ACORN-M,0
MAC003200,ACORN-J,2
MAC003201,ACORN-C,2
MAC003202,ACORN-J,2
MAC003203,ACORN-N,1
MAC003204,ACORN-C,2
MAC003205,ACORN-N,1
MAC003206,ACORN-H,2
MAC003207,ACORN-O,1
MAC003208,ACORN-H,2
MAC003209,ACORN-N,1
MAC003210,ACORN-H,2
MAC003211,ACORN-A,0
MAC003212,ACORN-A,2
MAC003213,ACORN-J,0
MAC003214,ACORN-J,2
MAC003215,ACORN-N,1
MAC003216,ACORN-H,2
MAC003217,ACORN-N,1
MAC003218,ACORN-U,0
MAC003219,ACORN-H,2
MAC003220,ACORN-C,2
MAC003221,ACORN-A,2
MAC003222,ACORN-H,2
MAC003223,ACORN-A,0
MAC003224,ACORN-L,1
MAC003225,ACORN-B,2
MAC003226,ACORN-M,0
MAC003227,ACORN-N,1
MAC003228,ACORN-G,2
MAC003229,ACORN-D,2
MAC003230,ACORN-G,2
MAC003231,ACORN-C,0
MAC003232,ACORN-N,1
MAC003233,ACORN-L,1
MAC003234,ACORN-G,2
MAC003235,ACORN-C,0
MAC003236,ACORN-H,2
MAC003237,ACORN-H,2
MAC003238,ACORN-J,2
MAC003239,ACORN-A,2
MAC003240,ACORN-H,2
MAC003241,ACORN-H,2
MAC003242,ACORN-L,1
MAC003243,ACORN-N,1
MAC003244,ACORN-G,2
MAC003245,ACORN-J,2
MAC003246,ACORN-P,1
MAC003247,ACORN-G,0
MAC003248,ACORN-I,2
MAC003249,ACORN-N,1
MAC003250,ACORN-H,2
MAC003251,ACORN-M,1
MAC003252,ACORN-A,2
MAC003253,ACORN-L,0
MAC003254,ACORN-L,1
MAC003255,ACORN-G,0
MAC003256,ACORN-H,2
MAC003257,ACORN-A,0
MAC003258,ACORN-L,1
MAC003259,ACORN-G,2
MAC003260,ACORN-C,2
MAC003261,ACORN-H,2
MAC003262,ACORN-G,2
MAC003263,ACORN-L,1
MAC003264,ACORN-H,0
MAC003265,ACORN-L,1
MAC003266,ACORN-G,2
MAC003267,ACORN-L,1
MAC003268,ACORN-O,1
MAC003269,ACORN-J,2
MAC003270,ACORN-L,1
MAC003271,ACORN-H,2
MAC003272,ACORN-H,0
MAC003273,ACORN-E,0
MAC003274,ACORN-G,2
MAC003275,ACORN-C,2
MAC003276,ACORN-G,0
MAC003277,ACORN-L,1
MAC003278,ACORN-C,0
MAC003279,ACORN-H,2
MAC003280,ACORN-M,0
MAC003281,ACORN-A,2
MAC003282,ACORN-N,1
MAC003283,ACORN-C,0
MAC003284,ACORN-H,2
MAC003285,ACORN-J,0
MAC003286,ACORN-A,2
MAC003287,ACORN-C,2
MAC003288,ACORN-C,2
MAC003289,ACORN-L,1
MAC003290,ACORN-E,0
MAC003291,ACORN-L,1
MAC003292,ACORN-H,0
MAC003293,ACORN-H,0
MAC003294,ACORN-H,0
MAC003295,ACORN-G,0
MAC003296,ACORN-O,1
MAC003297,ACORN-L,1
MAC003298,ACORN-H,0
MAC003299,ACORN-C,0
MAC003300,ACORN-L,1
MAC003301,ACORN-O,1
MAC003302,ACORN-G,0
MAC003303,ACORN-M,0
MAC003304,ACORN-G,2
MAC003305,ACORN-A,2
MAC003306,ACORN-H,2
MAC003307,ACORN-G,0
MAC003308,ACORN-H,2
MAC003309,ACORN-J,2
MAC003310,ACORN-L,1
MAC003311,ACORN-L,1
MAC003312,ACORN-E,2
MAC003313,ACORN-C,2
MAC003314,ACORN-H,2
MAC003315,ACORN-L,1
MAC003316,ACORN-L,0
MAC003317,ACORN-U,1
MAC003318,ACORN-H,0
MAC003319,ACORN-C,0
MAC003320,ACORN-H,0
MAC003321,ACORN-O,1
MAC003322,ACORN-H,0
MAC003323,ACORN-H,0
MAC003324,ACORN-H,2
MAC003325,ACORN-L,1
MAC003326,ACORN-L,0
MAC003327,ACORN-H,2
MAC003328,ACORN-U,1
MAC003329,ACORN-J,0
MAC003330,ACORN-H,0
MAC003331,ACORN-H,2
MAC003332,ACORN-G,2
MAC003333,ACORN-G,2
MAC003334,ACORN-H,0
MAC003335,ACORN-C,2
MAC003336,ACORN-C,2
MAC003337,ACORN-J,2
MAC003338,ACORN-L,1
MAC003339,ACORN-C,0
MAC003340,ACORN-H,2
MAC003341,ACORN-J,2
MAC003342,ACORN-G,2
MAC003343,ACORN-I,0
MAC003344,ACORN-J,0
MAC003345,ACORN-L,1
MAC003346,ACORN-L,1
MAC003347,ACORN-L,0
MAC003348,ACORN-A,2
MAC003349,ACORN-C,0
MAC003350,ACORN-L,1
MAC003351,ACORN-L,1
MAC003352,ACORN-H,0
MAC003353,ACORN-J,0
MAC003354,ACORN-H,0
MAC003355,ACORN-B,0
MAC003356,ACORN-J,0
MAC003357,ACORN-C,0
MAC003358,ACORN-C,2
MAC003359,ACORN-G,2
MAC003360,ACORN-M,1
MAC003361,ACORN-J,2
MAC003362,ACORN-E,2
MAC003363,ACORN-G,2
MAC003364,ACORN-D,0
MAC003365,ACORN-C,2
MAC003366,ACORN-C,2
MAC003367,ACORN-J,2
MAC003368,ACORN-C,2
MAC003369,ACORN-L,1
MAC003370,ACORN-G,2
MAC003371,ACORN-J,2
MAC003372,ACORN-H,2
MAC003373,ACORN-O,1
MAC003374,ACORN-L,0
MAC003375,ACORN-H,2
MAC003376,ACORN-O,1
MAC003377,ACORN-M,1
MAC003378,ACORN-E,2
MAC003379,ACORN-O,1
MAC003380,ACORN-L,1
MAC003381,ACORN-N,1
MAC003382,ACORN-H,2
MAC003383,ACORN-J,2
MAC003384,ACORN-N,1
MAC003385,ACORN-G,2
MAC003386,ACORN-M,1
MAC003387,ACORN-C,2
MAC003388,ACORN-A,0
MAC003389,ACORN-H,2
MAC003390,ACORN-O,1
MAC003391,ACORN-G,2
MAC003392,ACORN-C,2
MAC003393,ACORN-G,2
MAC003394,ACORN-A,0
MAC003395,ACORN-H,2
MAC003396,ACORN-L,1
MAC003397,ACORN-N,1
MAC003398,ACORN-L,1
MAC003399,ACORN-M,1
MAC003400,ACORN-A,2
MAC003401,ACORN-M,1
MAC003402,ACORN-M,1
MAC003403,ACORN-B,2
MAC003404,ACORN-H,2
MAC003405,ACORN-H,2
MAC003406,ACORN-H,2
MAC003407,ACORN-U,1
MAC003408,ACORN-H,0
MAC003409,ACORN-G,2
MAC003410,ACORN-J,2
MAC003411,ACORN-L,1
MAC003412,ACORN-N,1
MAC003413,ACORN-N,1
MAC003414,ACORN-G,2
MAC003415,ACORN-L,1
MAC003416,ACORN-L,1
MAC003417,ACORN-H,2
MAC003418,ACORN-L,1
MAC003419,ACORN-G,0
MAC003420,ACORN-N,1
MAC003421,ACORN-H,2
MAC003422,ACORN-A,2
MAC003423,ACORN-A,0
MAC003424,ACORN-L,1
MAC003425,ACORN-I,2
MAC003426,ACORN-H,0
MAC003427,ACORN-C,2
MAC003428,ACORN-A,0
MAC003429,ACORN-L,1
MAC003430,ACORN-I,2
MAC003431,ACORN-F,0
MAC003432,ACORN-H,2
MAC003433,ACORN-O,1
MAC003434,ACORN-C,2
MAC003435,ACORN-L,1
MAC003436,ACORN-H,2
MAC003437,ACORN-N,1
MAC003438,ACORN-H,2
MAC003439,ACORN-H,2
MAC003440,ACORN-I,2
MAC003441,ACORN-B,0
MAC003442,ACORN-C,2
MAC003443,ACORN-L,1
MAC003444,ACORN-Q,1
MAC003445,ACORN-B,0
MAC003446,ACORN-J,2
MAC003447,ACORN-I,2
MAC003448,ACORN-M,1
MAC003449,ACORN-A,0
MAC003450,ACORN-H,2
MAC003451,ACORN-E,2
MAC003452,ACORN-G,2
MAC003453,ACORN-H,2
MAC003454,ACORN-I,2
MAC003455,ACORN-L,1
MAC003456,ACORN-H,0
MAC003457,ACORN-H,2
MAC003458,ACORN-M,0
MAC003459,ACORN-L,0
MAC003460,ACORN-E,2
MAC003461,ACORN-J,2
MAC003462,ACORN-O,1
MAC003463,ACORN-A,2
MAC003464,ACORN-H,2
MAC003465,ACORN-E,2
MAC003466,ACORN-N,1
MAC003467,ACORN-N,1
MAC003468,ACORN-M,1
MAC003469,ACORN-H,2
MAC003470,ACORN-G,2
MAC003471,ACORN-M,1
MAC003472,ACORN-L,1
MAC003473,ACORN-H,2
MAC003474,ACORN-A,2
MAC003475,ACORN-G,2
MAC003476,ACORN-L,1
MAC003477,ACORN-H,2
MAC003478,ACORN-G,2
MAC003479,ACORN-N,1
MAC003480,ACORN-G,2
MAC003481,ACORN-L,1
MAC003482,ACORN-A,2
MAC003483,ACORN-G,2
MAC003484,ACORN-O,1
MAC003485,ACORN-G,2
MAC003486,ACORN-C,2
MAC003487,ACORN-C,2
MAC003488,ACORN-H,2
MAC003489,ACORN-H,2
MAC003490,ACORN-H,2
MAC003491,ACORN-L,1
MAC003492,ACORN-N,1
MAC003493,ACORN-H,2
MAC003494,ACORN-H,2
MAC003495,ACORN-H,2
MAC003496,ACORN-L,1
MAC003497,ACORN-M,1
MAC003498,ACORN-M,1
MAC003499,ACORN-C,2
MAC003500,ACORN-M,1
MAC003501,ACORN-I,2
MAC003502,ACORN-D,2
MAC003503,ACORN-F,2
MAC003504,ACORN-L,1
MAC003505,ACORN-L,1
MAC003506,ACORN-E,0
MAC003507,ACORN-J,0
MAC003508,ACORN-L,1
MAC003509,ACORN-F,2
MAC003510,ACORN-L,1
MAC003511,ACORN-C,2
MAC003512,ACORN-G,2
MAC003513,ACORN-N,1
MAC003514,ACORN-H,2
MAC003515,ACORN-H,2
MAC003516,ACORN-O,1
MAC003517,ACORN-M,1
MAC003518,ACORN-M,1
MAC003519,ACORN-F,2
MAC003520,ACORN-L,1
MAC003521,ACORN-Q,1
MAC003522,ACORN-Q,1
MAC003523,ACORN-M,1
MAC003524,ACORN-H,2
MAC003525,ACORN-L,1
MAC003526,ACORN-L,1
MAC003527,ACORN-H,2
MAC003528,ACORN-H,2
MAC003529,ACORN-H,2
MAC003530,ACORN-Q,1
MAC003531,ACORN-G,2
MAC003532,ACORN-H,2
MAC003533,ACORN-L,1
MAC003534,ACORN-G,0
MAC003535,ACORN-L,1
MAC003536,ACORN-A,2
MAC003537,ACORN-L,1
MAC003538,ACORN-Q,1
MAC003539,ACORN-L,1
MAC003540,ACORN-H,2
MAC003541,ACORN-L,1
MAC003542,ACORN-O,1
MAC003543,ACORN-M,1
MAC003544,ACORN-N,1
MAC003545,ACORN-M,1
MAC003546,ACORN-Q,1
MAC003547,ACORN-I,2
MAC003548,ACORN-C,2
MAC003549,ACORN-N,1
MAC003550,ACORN-M,1
MAC003551,ACORN-H,2
MAC003552,ACORN-G,2
MAC003553,ACORN-A,0
MAC003554,ACORN-E,2
MAC003555,ACORN-L,1
MAC003556,ACORN-C,0
MAC003557,ACORN-A,2
MAC003558,ACORN-C,2
MAC003559,ACORN-C,0
MAC003560,ACORN-M,1
MAC003561,ACORN-H,2
MAC003562,ACORN-E,2
MAC003563,ACORN-M,1
MAC003564,ACORN-L,1
MAC003565,ACORN-L,1
MAC003566,ACORN-A,0
MAC003567,ACORN-H,2
MAC003568,ACORN-J,0
MAC003569,ACORN-L,1
MAC003570,ACORN-H,2
MAC003571,ACORN-G,2
MAC003572,ACORN-Q,1
MAC003573,ACORN-H,2
MAC003574,ACORN-L,0
MAC003575,ACORN-M,1
MAC003576,ACORN-L,1
MAC003577,ACORN-L,1
MAC003578,ACORN-O,1
MAC003579,ACORN-A,2
MAC003580,ACORN-C,2
MAC003581,ACORN-H,2
MAC003582,ACORN-J,2
MAC003583,ACORN-H,2
MAC003584,ACORN-C,2
MAC003585,ACORN-H,0
MAC003586,ACORN-Q,1
MAC003587,ACORN-F,2
MAC003588,ACORN-N,1
MAC003589,ACORN-G,2
MAC003590,ACORN-M,1
MAC003591,ACORN-H,2
MAC003592,ACORN-C,0
MAC003593,ACORN-L,1
MAC003594,ACORN-Q,0
MAC003595,ACORN-H,0
MAC003596,ACORN-G,2
MAC003597,ACORN-A,0
MAC003598,ACORN-L,1
MAC003599,ACORN-H,2
MAC003600,ACORN-G,2
MAC003601,ACORN-I,2
MAC003602,ACORN-H,0
MAC003603,ACORN-E,0
MAC003604,ACORN-L,1
MAC003605,ACORN-M,1
MAC003606,ACORN-A,0
MAC003607,ACORN-B,0
MAC003608,ACORN-M,1
MAC003609,ACORN-L,0
MAC003610,ACORN-H,0
MAC003611,ACORN-H,2
MAC003612,ACORN-L,1
MAC003613,ACORN-A,0
MAC003614,ACORN-H,0
MAC003615,ACORN-H,2
MAC003616,ACORN-P,1
MAC003617,ACORN-G,2
MAC003618,ACORN-M,1
MAC003619,ACORN-U,1
MAC003620,ACORN-M,1
MAC003621,ACORN-G,0
MAC003622,ACORN-M,1
MAC003623,ACORN-L,0
MAC003624,ACORN-M,1
MAC003625,ACORN-H,2
MAC003626,ACORN-H,2
MAC003627,ACORN-G,2
MAC003628,ACORN-N,1
MAC003629,ACORN-L,1
MAC003630,ACORN-Q,1
MAC003631,ACORN-O,1
MAC003632,ACORN-O,1
MAC003633,ACORN-H,0
MAC003634,ACORN-A,0
MAC003635,ACORN-H,2
MAC003636,ACORN-O,1
MAC003637,ACORN-Q,1
MAC003638,ACORN-H,2
MAC003639,ACORN-C,0
MAC003640,ACORN-L,1
MAC003641,ACORN-L,1
MAC003642,ACORN-C,0
MAC003643,ACORN-F,0
MAC003644,ACORN-L,1
MAC003645,ACORN-Q,1
MAC003646,ACORN-A,2
MAC003647,ACORN-N,1
MAC003648,ACORN-E,2
MAC003649,ACORN-L,1
MAC003650,ACORN-H,2
MAC003651,ACORN-N,0
MAC003652,ACORN-U,1
MAC003653,ACORN-H,2
MAC003654,ACORN-O,1
MAC003655,ACORN-H,0
MAC003656,ACORN-A,0
MAC003657,ACORN-Q,1
MAC003658,ACORN-H,2
MAC003659,ACORN-H,2
MAC003660,ACORN-L,1
MAC003661,ACORN-J,2
MAC003662,ACORN-F,2
MAC003663,ACORN-G,2
MAC003664,ACORN-Q,1
MAC003665,ACORN-E,2
MAC003666,ACORN-J,2
MAC003667,ACORN-L,0
MAC003668,ACORN-A,0
MAC003669,ACORN-L,1
MAC003670,ACORN-H,2
MAC003671,ACORN-N,1
MAC003672,ACORN-G,2
MAC003673,ACORN-M,1
MAC003674,ACORN-L,1
MAC003675,ACORN-L,0
MAC003676,ACORN-Q,1
MAC003677,ACORN-G,2
MAC003678,ACORN-H,2
MAC003679,ACORN-F,2
MAC003680,ACORN-A,0
MAC003681,ACORN-G,2
MAC003682,ACORN-H,0
MAC003683,ACORN-A,2
MAC003684,ACORN-H,2
MAC003685,ACORN-H,2
MAC003686,ACORN-A,0
MAC003687,ACORN-G,0
MAC003688,ACORN-L,1
MAC003689,ACORN-F,0
MAC003690,ACORN-H,2
